application_id,event_time,customer_id,region_code,product_type,requested_amount,term_months,credit_score,risk_level,decision_status,approved_amount,channel,employee_review_flag,processing_time_sec
app_20250105_00000000,2025-01-05 17:45:25,cust_3861064,ITMI,cash_loan,20012,42,711,low,approved,20012,partner,true,168
app_20250105_00000001,2025-01-05 06:59:14,cust_2705094,NLAM,mortgage,373631,120,779,low,approved,373631,call_center,false,503
app_20250105_00000002,2025-01-05 17:08:54,cust_6380031,FRID,personal_loan,15570,48,683,medium,approved,15570,atm,true,837
app_20250105_00000003,2025-01-05 13:51:18,cust_2453632,PLWA,mortgage,164106,120,755,low,approved,164106,call_center,false,78
app_20250105_00000004,2025-01-05 01:34:29,cust_9189207,CZPR,cash_loan,31654,18,654,medium,approved,31654,web,false,892
app_20250105_00000005,2025-01-05 00:34:01,cust_3635820,NLAM,business_loan,19292,24,705,low,approved,19292,atm,false,558
app_20250105_00000006,2025-01-05 22:55:06,cust_7063817,NLAM,auto_loan,44363,60,563,medium,approved,44363,branch,true,260
app_20250105_00000007,2025-01-05 13:05:51,cust_7953690,PLWA,cash_loan,41003,36,612,medium,approved,41003,online_banking,true,894
app_20250105_00000008,2025-01-05 01:53:43,cust_3582945,ATVI,credit_card,14059,42,671,medium,approved,14059,mobile_app,false,362
app_20250105_00000009,2025-01-05 00:06:15,cust_4538011,BENL,education_loan,4942,12,735,low,approved,4942,partner,false,745
app_20250105_00000010,2025-01-05 19:13:27,cust_4064820,FRID,cash_loan,18696,36,742,low,approved,18696,partner,false,828
app_20250105_00000011,2025-01-05 07:10:07,cust_9622368,GRRE,education_loan,28874,36,603,medium,rejected,0,web,false,167
app_20250105_00000012,2025-01-05 07:19:25,cust_5375139,DEHE,education_loan,26484,48,786,low,approved,26484,partner,true,148
app_20250105_00000013,2025-01-05 01:35:12,cust_4107851,DEHE,cash_loan,22919,24,787,low,approved,22919,mobile_app,true,363
app_20250105_00000014,2025-01-05 08:37:49,cust_4915444,UKLO,cash_loan,38020,42,692,medium,rejected,0,atm,true,84
app_20250105_00000015,2025-01-05 10:20:08,cust_587646,CHBE,credit_card,44764,18,734,low,approved,44764,atm,false,658
app_20250105_00000016,2025-01-05 10:37:53,cust_5510764,CZPR,education_loan,36479,48,803,low,approved,36479,mobile,true,70
app_20250105_00000017,2025-01-05 05:34:44,cust_6511499,CZPR,personal_loan,21516,18,573,medium,approved,21516,mobile,true,215
app_20250105_00000018,2025-01-05 09:12:11,cust_603964,FRID,cash_loan,39885,18,738,low,approved,39885,online_banking,true,478
app_20250105_00000019,2025-01-05 10:58:17,cust_9302643,ATVI,cash_loan,11672,48,570,medium,rejected,0,web,false,170
app_20250105_00000020,2025-01-05 08:41:16,cust_4214597,PORP,education_loan,4649,48,672,medium,approved,4649,mobile_app,false,610
app_20250105_00000021,2025-01-05 11:00:31,cust_3587660,UKLO,refinance,484510,180,707,low,approved,484510,partner,false,345
app_20250105_00000022,2025-01-05 01:07:31,cust_7741877,ITMI,auto_loan,50924,24,641,medium,rejected,0,atm,true,111
app_20250105_00000023,2025-01-05 09:54:14,cust_1857114,PORP,personal_loan,48544,18,564,medium,rejected,0,call_center,false,158
app_20250105_00000024,2025-01-05 08:34:52,cust_6524241,FRID,auto_loan,13252,36,577,medium,rejected,0,online_banking,false,36
app_20250105_00000025,2025-01-05 10:28:52,cust_4500295,DEHE,refinance,328648,120,685,medium,rejected,0,online_banking,false,86
app_20250105_00000026,2025-01-05 15:14:16,cust_7029351,CZPR,mortgage,207838,360,817,low,approved,207838,mobile_app,true,898
app_20250105_00000027,2025-01-05 10:11:04,cust_7279042,ATVI,education_loan,34327,48,628,medium,rejected,0,online_banking,true,19
app_20250105_00000028,2025-01-05 01:55:20,cust_5326877,AUTR,auto_loan,58242,60,556,medium,rejected,0,atm,true,65
app_20250105_00000029,2025-01-05 20:36:23,cust_8956616,ATVI,auto_loan,16455,24,541,medium,rejected,0,web,false,172
app_20250105_00000030,2025-01-05 01:40:11,cust_5842300,BENL,education_loan,22446,48,616,medium,rejected,0,web,true,160
app_20250105_00000031,2025-01-05 21:09:00,cust_4601448,PORP,business_loan,25335,36,802,low,approved,25335,web,false,143
app_20250105_00000032,2025-01-05 01:50:21,cust_1725248,CHBE,mortgage,270054,180,666,medium,approved,270054,online_banking,false,255
app_20250105_00000033,2025-01-05 23:21:35,cust_1085545,ITMI,education_loan,10892,12,682,medium,approved,10892,atm,true,187
app_20250105_00000034,2025-01-05 05:19:46,cust_102692,ATVI,credit_card,44291,48,669,medium,approved,44291,web,false,837
app_20250105_00000035,2025-01-05 03:41:14,cust_5802825,UKLO,cash_loan,20307,24,649,medium,rejected,0,branch,true,106
app_20250105_00000036,2025-01-05 06:33:22,cust_3195562,ATVI,education_loan,20315,36,704,low,approved,20315,branch,false,219
app_20250105_00000037,2025-01-05 08:00:34,cust_7183234,ESMA,refinance,436216,360,780,low,rejected,0,mobile,true,18
app_20250105_00000038,2025-01-05 07:57:26,cust_4599235,SESV,personal_loan,22523,48,620,medium,rejected,0,branch,false,136
app_20250105_00000039,2025-01-05 23:37:14,cust_901450,DEHE,auto_loan,16558,72,531,medium,approved,16558,partner,true,155
app_20250105_00000040,2025-01-05 01:26:08,cust_1459694,BENL,mortgage,445393,180,710,low,approved,445393,mobile_app,false,769
app_20250105_00000041,2025-01-05 08:34:14,cust_8934359,BENL,refinance,91165,360,694,medium,rejected,0,mobile_app,true,151
app_20250105_00000042,2025-01-05 20:47:49,cust_5519668,DEHE,education_loan,21317,12,558,medium,approved,21317,atm,false,80
app_20250105_00000043,2025-01-05 18:42:24,cust_4595886,GRRE,refinance,412136,180,648,medium,approved,412136,partner,false,616
app_20250105_00000044,2025-01-05 09:50:09,cust_3281049,NLAM,credit_card,38952,36,759,low,approved,38952,call_center,false,143
app_20250105_00000045,2025-01-05 06:02:19,cust_6397068,AUTR,cash_loan,49793,12,739,low,approved,49793,call_center,true,65
app_20250105_00000046,2025-01-05 04:29:17,cust_1881773,CHBE,education_loan,20790,36,521,medium,approved,20790,online_banking,true,827
app_20250105_00000047,2025-01-05 06:00:56,cust_8072172,UKLO,auto_loan,57389,24,441,high,rejected,0,call_center,true,53
app_20250105_00000048,2025-01-05 04:12:16,cust_1842152,UKLO,auto_loan,5026,60,497,high,rejected,0,branch,false,60
app_20250105_00000049,2025-01-05 05:59:37,cust_7849735,CHBE,mortgage,420355,300,703,low,approved,420355,partner,false,369
app_20250105_00000050,2025-01-05 08:06:08,cust_3223626,BENL,personal_loan,3698,48,739,low,approved,3698,partner,true,763
app_20250105_00000051,2025-01-05 14:48:57,cust_5462186,GRRE,mortgage,456463,180,677,medium,approved,456463,branch,true,548
app_20250105_00000052,2025-01-05 06:46:07,cust_8988658,CZPR,cash_loan,19826,30,521,medium,approved,19826,atm,false,825
app_20250105_00000053,2025-01-05 22:02:41,cust_7521945,ESMA,business_loan,18112,24,645,medium,approved,18112,mobile,false,832
app_20250105_00000054,2025-01-05 23:49:02,cust_4711661,ESMA,mortgage,388661,120,731,low,rejected,0,mobile_app,true,125
app_20250105_00000055,2025-01-05 07:57:45,cust_2696480,FRID,cash_loan,48037,12,748,low,approved,48037,mobile_app,false,757
app_20250105_00000056,2025-01-05 15:36:37,cust_4686329,CHBE,auto_loan,50922,60,460,high,rejected,0,mobile_app,true,29
app_20250105_00000057,2025-01-05 22:27:54,cust_3752296,AUTR,refinance,493599,120,606,medium,approved,493599,mobile,false,762
app_20250105_00000058,2025-01-05 08:37:50,cust_7503861,AUTR,auto_loan,38687,24,737,low,approved,38687,atm,false,691
app_20250105_00000059,2025-01-05 05:15:32,cust_2297004,CZPR,business_loan,3217,60,813,low,approved,3217,partner,true,89
app_20250105_00000060,2025-01-05 11:53:01,cust_2892820,ITMI,mortgage,122491,360,642,medium,approved,122491,online_banking,false,899
app_20250105_00000061,2025-01-05 21:44:14,cust_6343224,ATVI,auto_loan,36299,72,594,medium,rejected,0,call_center,false,173
app_20250105_00000062,2025-01-05 19:41:18,cust_5822497,FRID,mortgage,201263,240,734,low,approved,201263,partner,true,160
app_20250105_00000063,2025-01-05 14:19:00,cust_2720703,CHBE,business_loan,18768,60,713,low,approved,18768,call_center,false,625
app_20250105_00000064,2025-01-05 23:23:40,cust_7076977,CHBE,refinance,328752,120,633,medium,approved,328752,partner,true,364
app_20250105_00000065,2025-01-05 00:41:23,cust_9505736,CHBE,refinance,440134,300,744,low,approved,440134,mobile_app,false,169
app_20250105_00000066,2025-01-05 00:35:37,cust_3378855,GRRE,auto_loan,40814,60,666,medium,approved,40814,online_banking,false,681
app_20250105_00000067,2025-01-05 21:25:08,cust_2116934,CHBE,auto_loan,58973,60,596,medium,rejected,0,partner,false,8
app_20250105_00000068,2025-01-05 22:42:29,cust_337417,FRID,education_loan,32427,60,673,medium,approved,32427,web,true,698
app_20250105_00000069,2025-01-05 14:52:28,cust_8400725,CZPR,personal_loan,4008,42,688,medium,approved,4008,web,true,214
app_20250105_00000070,2025-01-05 18:13:48,cust_1042178,SESV,business_loan,5636,24,567,medium,rejected,0,mobile,false,60
app_20250105_00000071,2025-01-05 04:29:24,cust_6696463,PORP,education_loan,21906,12,824,low,approved,21906,branch,true,811
app_20250105_00000072,2025-01-05 20:44:41,cust_4894131,PORP,refinance,434613,240,643,medium,approved,434613,web,false,407
app_20250105_00000073,2025-01-05 08:50:13,cust_6996299,ESMA,business_loan,19519,36,636,medium,rejected,0,web,false,149
app_20250105_00000074,2025-01-05 21:05:23,cust_6704794,AUTR,education_loan,32523,12,649,medium,approved,32523,mobile_app,true,67
app_20250105_00000075,2025-01-05 17:46:49,cust_2206309,AUTR,business_loan,14921,24,795,low,approved,14921,web,false,882
app_20250105_00000076,2025-01-05 13:26:28,cust_5190663,PLWA,business_loan,12319,48,661,medium,approved,12319,atm,false,784
app_20250105_00000077,2025-01-05 14:20:58,cust_5027997,NLAM,personal_loan,28183,12,632,medium,approved,28183,mobile,true,286
app_20250105_00000078,2025-01-05 23:54:13,cust_1768387,CZPR,business_loan,31639,48,758,low,approved,31639,atm,true,121
app_20250105_00000079,2025-01-05 14:03:53,cust_3849164,GRRE,business_loan,25253,60,466,high,rejected,0,atm,false,111
app_20250105_00000080,2025-01-05 01:27:28,cust_130422,DEHE,education_loan,36513,48,599,medium,approved,36513,atm,false,114
app_20250105_00000081,2025-01-05 14:33:35,cust_4873691,SESV,cash_loan,46568,42,836,low,approved,46568,branch,false,478
app_20250105_00000082,2025-01-05 02:52:56,cust_2147378,PLWA,business_loan,34431,36,642,medium,approved,34431,web,true,821
app_20250105_00000083,2025-01-05 15:54:14,cust_4849889,BENL,cash_loan,8815,30,712,low,approved,8815,mobile,false,309
app_20250105_00000084,2025-01-05 12:18:17,cust_9733437,FRID,personal_loan,32100,18,722,low,rejected,0,mobile,false,54
app_20250105_00000085,2025-01-05 20:20:18,cust_6674161,FRID,auto_loan,45886,48,648,medium,approved,45886,call_center,false,501
app_20250105_00000086,2025-01-05 07:20:36,cust_8114160,ESMA,business_loan,17058,24,695,medium,approved,17058,branch,true,791
app_20250105_00000087,2025-01-05 06:40:00,cust_8252597,ATVI,mortgage,255241,180,652,medium,approved,255241,online_banking,true,726
app_20250105_00000088,2025-01-05 09:11:32,cust_3761411,BENL,refinance,413971,120,683,medium,approved,413971,online_banking,false,522
app_20250105_00000089,2025-01-05 20:46:17,cust_7853933,GRRE,education_loan,8623,12,706,low,approved,8623,mobile_app,false,343
app_20250105_00000090,2025-01-05 04:53:36,cust_9932232,CZPR,business_loan,19045,12,749,low,approved,19045,call_center,true,502
app_20250105_00000091,2025-01-05 19:19:06,cust_7062705,PLWA,mortgage,197709,240,505,medium,rejected,0,atm,false,129
app_20250105_00000092,2025-01-05 17:55:52,cust_8360510,ITMI,credit_card,27910,18,556,medium,approved,27910,atm,false,674
app_20250105_00000093,2025-01-05 13:17:46,cust_9096417,PORP,cash_loan,28379,36,577,medium,approved,28379,call_center,false,718
app_20250105_00000094,2025-01-05 02:06:51,cust_9761082,CZPR,mortgage,228846,240,850,low,approved,228846,branch,true,460
app_20250105_00000095,2025-01-05 11:31:30,cust_5149259,UKLO,education_loan,35289,60,781,low,approved,35289,web,false,624
app_20250105_00000096,2025-01-05 00:18:19,cust_6549631,ITMI,personal_loan,46283,24,600,medium,rejected,0,partner,false,174
app_20250105_00000097,2025-01-05 02:36:39,cust_1682405,AUTR,cash_loan,32713,42,776,low,approved,32713,call_center,false,168
app_20250105_00000098,2025-01-05 10:54:44,cust_2625939,GRRE,auto_loan,50381,72,634,medium,rejected,0,call_center,true,175
app_20250105_00000099,2025-01-05 21:12:05,cust_6309747,GRRE,education_loan,33190,60,739,low,approved,33190,online_banking,true,194
app_20250105_00000100,2025-01-05 04:41:33,cust_4837143,PLWA,education_loan,31751,24,732,low,rejected,0,mobile_app,false,156
app_20250105_00000101,2025-01-05 05:32:19,cust_1911616,NLAM,business_loan,9635,36,780,low,approved,9635,atm,true,386
app_20250105_00000102,2025-01-05 08:22:45,cust_9082654,ATVI,personal_loan,6756,42,633,medium,approved,6756,online_banking,false,531
app_20250105_00000103,2025-01-05 12:23:15,cust_8540870,BENL,education_loan,11693,60,622,medium,approved,11693,mobile_app,true,143
app_20250105_00000104,2025-01-05 09:06:54,cust_7282943,ITMI,business_loan,39766,48,699,medium,rejected,0,call_center,false,115
