application_id,event_time,customer_id,region_code,product_type,requested_amount,term_months,credit_score,risk_level,decision_status,approved_amount,channel,employee_review_flag,processing_time_sec
app_20250108_00000000,2025-01-08 10:33:47,cust_438194,NLAM,personal_loan,31122,48,743,low,approved,31122,online_banking,false,566
app_20250108_00000001,2025-01-08 05:15:08,cust_4154232,NLAM,refinance,439280,300,521,medium,approved,439280,mobile_app,true,753
app_20250108_00000002,2025-01-08 02:42:23,cust_2665208,ESMA,refinance,76422,360,840,low,approved,76422,mobile,false,711
app_20250108_00000003,2025-01-08 02:44:55,cust_8818463,BENL,personal_loan,48779,48,726,low,approved,48779,partner,true,755
app_20250108_00000004,2025-01-08 23:21:23,cust_814558,ITMI,mortgage,183457,120,606,medium,approved,183457,partner,false,279
app_20250108_00000005,2025-01-08 11:00:30,cust_6351131,ITMI,credit_card,16481,18,714,low,approved,16481,web,true,897
app_20250108_00000006,2025-01-08 22:40:45,cust_3111537,AUTR,cash_loan,46607,30,726,low,approved,46607,online_banking,false,316
app_20250108_00000007,2025-01-08 06:52:40,cust_9223326,NLAM,refinance,221845,360,521,medium,rejected,0,online_banking,false,141
app_20250108_00000008,2025-01-08 15:01:20,cust_3017577,CZPR,refinance,193957,120,722,low,approved,193957,atm,false,575
app_20250108_00000009,2025-01-08 13:18:38,cust_400159,CZPR,personal_loan,32909,30,528,medium,approved,32909,call_center,true,590
app_20250108_00000010,2025-01-08 08:02:57,cust_4696211,CZPR,personal_loan,19183,48,540,medium,rejected,0,atm,false,128
app_20250108_00000011,2025-01-08 22:39:42,cust_3642998,ITMI,credit_card,8987,12,580,medium,approved,8987,branch,false,381
app_20250108_00000012,2025-01-08 11:25:39,cust_455362,SESV,credit_card,48978,36,775,low,approved,48978,online_banking,true,436
app_20250108_00000013,2025-01-08 09:22:01,cust_5906984,ITMI,credit_card,42484,12,543,medium,rejected,0,mobile,true,119
app_20250108_00000014,2025-01-08 22:05:32,cust_8155553,SESV,credit_card,20073,24,648,medium,approved,20073,web,true,660
app_20250108_00000015,2025-01-08 14:43:38,cust_3099230,UKLO,personal_loan,16610,42,714,low,approved,16610,partner,true,302
app_20250108_00000016,2025-01-08 06:37:05,cust_7587033,DEHE,business_loan,10838,36,795,low,approved,10838,atm,true,316
app_20250108_00000017,2025-01-08 02:53:17,cust_7242176,ATVI,auto_loan,35108,36,850,low,approved,35108,web,false,500
app_20250108_00000018,2025-01-08 08:45:47,cust_1747000,NLAM,auto_loan,40933,48,684,medium,rejected,0,atm,false,90
app_20250108_00000019,2025-01-08 19:36:06,cust_6236120,BENL,cash_loan,33709,30,623,medium,approved,33709,atm,true,462
app_20250108_00000020,2025-01-08 16:16:21,cust_5282418,DEHE,personal_loan,4390,36,634,medium,rejected,0,call_center,true,66
app_20250108_00000021,2025-01-08 13:25:40,cust_5299470,ITMI,auto_loan,24956,48,661,medium,rejected,0,branch,true,84
app_20250108_00000022,2025-01-08 03:22:16,cust_9090723,UKLO,mortgage,465049,240,693,medium,approved,465049,atm,false,825
app_20250108_00000023,2025-01-08 02:17:05,cust_5159845,ITMI,mortgage,449234,240,643,medium,rejected,0,web,true,158
app_20250108_00000024,2025-01-08 13:17:21,cust_4227343,PLWA,business_loan,22039,60,693,medium,approved,22039,partner,true,651
app_20250108_00000025,2025-01-08 19:55:04,cust_6667708,PLWA,cash_loan,39645,24,569,medium,rejected,0,mobile_app,false,66
app_20250108_00000026,2025-01-08 12:00:01,cust_3962744,FRID,credit_card,32784,18,559,medium,rejected,0,atm,false,92
