application_id,event_time,customer_id,region_code,product_type,requested_amount,term_months,credit_score,risk_level,decision_status,approved_amount,channel,employee_review_flag,processing_time_sec
app_20250110_00000000,2025-01-10 21:11:26,cust_3191445,NLAM,cash_loan,31041,42,766,low,approved,31041,branch,false,125
app_20250110_00000001,2025-01-10 03:53:00,cust_5073310,ESMA,refinance,51455,300,790,low,approved,51455,mobile_app,true,36
app_20250110_00000002,2025-01-10 21:11:13,cust_235210,PORP,refinance,350271,240,641,medium,approved,350271,partner,false,789
app_20250110_00000003,2025-01-10 23:45:50,cust_9961103,ATVI,cash_loan,46190,48,647,medium,approved,46190,atm,false,47
app_20250110_00000004,2025-01-10 21:34:41,cust_7445067,BENL,mortgage,300303,360,850,low,approved,300303,online_banking,true,88
app_20250110_00000005,2025-01-10 06:23:53,cust_6125914,CHBE,refinance,368396,300,793,low,rejected,0,branch,true,31
app_20250110_00000006,2025-01-10 01:13:44,cust_2124514,AUTR,refinance,69643,240,747,low,approved,69643,mobile,false,172
app_20250110_00000007,2025-01-10 00:29:43,cust_7602000,SESV,mortgage,269484,180,650,medium,rejected,0,branch,true,52
app_20250110_00000008,2025-01-10 03:12:45,cust_8573237,BENL,education_loan,2211,60,758,low,approved,2211,mobile,false,247
app_20250110_00000009,2025-01-10 20:28:43,cust_5661077,AUTR,auto_loan,26827,72,801,low,approved,26827,mobile,false,86
app_20250110_00000010,2025-01-10 09:55:29,cust_3296297,UKLO,personal_loan,39062,18,719,low,approved,39062,online_banking,true,64
app_20250110_00000011,2025-01-10 10:44:28,cust_2672073,DEHE,mortgage,87663,360,598,medium,rejected,0,mobile_app,false,145
app_20250110_00000012,2025-01-10 23:41:56,cust_5522740,CZPR,mortgage,450340,240,566,medium,rejected,0,atm,true,136
app_20250110_00000013,2025-01-10 06:22:08,cust_7419056,PLWA,credit_card,8421,36,699,medium,rejected,0,online_banking,true,146
app_20250110_00000014,2025-01-10 14:49:38,cust_7881808,ITMI,refinance,462867,360,653,medium,approved,462867,mobile,false,417
app_20250110_00000015,2025-01-10 00:38:08,cust_5907641,BENL,mortgage,295439,360,850,low,approved,295439,web,true,499
app_20250110_00000016,2025-01-10 08:25:45,cust_1230338,CZPR,refinance,276155,120,674,medium,approved,276155,call_center,false,91
app_20250110_00000017,2025-01-10 13:42:08,cust_9047093,ITMI,auto_loan,14236,24,637,medium,rejected,0,atm,false,91
app_20250110_00000018,2025-01-10 10:21:22,cust_5014508,PLWA,mortgage,248168,180,673,medium,approved,248168,partner,false,41
app_20250110_00000019,2025-01-10 16:53:49,cust_8105760,CZPR,mortgage,372423,240,545,medium,approved,372423,online_banking,false,894
app_20250110_00000020,2025-01-10 04:44:29,cust_263469,DEHE,education_loan,15259,12,719,low,rejected,0,mobile_app,false,99
