application_id,event_time,customer_id,region_code,product_type,requested_amount,term_months,credit_score,risk_level,decision_status,approved_amount,channel,employee_review_flag,processing_time_sec
app_20250102_00000000,2025-01-02 19:49:43,cust_5819583,PORP,personal_loan,11159,42,850,low,approved,11159,partner,false,172
app_20250102_00000001,2025-01-02 10:25:38,cust_9908353,PLWA,mortgage,326222,120,572,medium,approved,326222,mobile_app,true,557
app_20250102_00000002,2025-01-02 00:27:11,cust_1096851,ESMA,cash_loan,3252,18,615,medium,approved,3252,mobile,false,501
app_20250102_00000003,2025-01-02 08:51:43,cust_4679050,BENL,credit_card,33851,48,590,medium,approved,33851,atm,false,606
app_20250102_00000004,2025-01-02 11:47:13,cust_4425184,PORP,education_loan,39153,60,495,high,rejected,0,mobile,true,15
app_20250102_00000005,2025-01-02 02:44:14,cust_6533459,PLWA,refinance,235037,300,661,medium,rejected,0,partner,false,30
app_20250102_00000006,2025-01-02 00:40:28,cust_1495052,AUTR,mortgage,403847,360,609,medium,approved,403847,branch,false,795
app_20250102_00000007,2025-01-02 13:43:22,cust_7585609,NLAM,business_loan,39882,48,716,low,rejected,0,online_banking,true,68
app_20250102_00000008,2025-01-02 08:02:31,cust_5688284,CZPR,auto_loan,47106,60,823,low,rejected,0,branch,true,89
app_20250102_00000009,2025-01-02 20:26:20,cust_7890116,CHBE,personal_loan,44337,30,677,medium,approved,44337,web,true,594
app_20250102_00000010,2025-01-02 16:41:26,cust_3962425,ITMI,auto_loan,35920,48,813,low,approved,35920,call_center,false,776
app_20250102_00000011,2025-01-02 08:41:39,cust_7622767,BENL,cash_loan,23331,18,615,medium,approved,23331,mobile,false,235
app_20250102_00000012,2025-01-02 13:58:19,cust_1803682,ITMI,refinance,145626,300,661,medium,approved,145626,branch,false,101
app_20250102_00000013,2025-01-02 15:15:25,cust_1503670,AUTR,auto_loan,9720,24,654,medium,approved,9720,atm,false,186
app_20250102_00000014,2025-01-02 03:01:27,cust_644061,BENL,credit_card,3759,24,528,medium,rejected,0,mobile_app,false,91
app_20250102_00000015,2025-01-02 18:09:18,cust_8863507,DEHE,credit_card,17856,24,653,medium,approved,17856,mobile,true,826
app_20250102_00000016,2025-01-02 06:19:57,cust_3985455,CZPR,refinance,311362,300,540,medium,rejected,0,call_center,true,112
app_20250102_00000017,2025-01-02 00:50:28,cust_1280211,BENL,education_loan,21336,12,637,medium,rejected,0,online_banking,false,53
app_20250102_00000018,2025-01-02 11:22:33,cust_4824406,FRID,business_loan,36427,48,564,medium,rejected,0,mobile_app,true,35
app_20250102_00000019,2025-01-02 12:05:28,cust_1268460,GRRE,personal_loan,15826,12,645,medium,approved,15826,mobile_app,false,193
app_20250102_00000020,2025-01-02 17:18:45,cust_5288750,UKLO,personal_loan,32833,48,837,low,approved,32833,mobile,false,597
app_20250102_00000021,2025-01-02 10:23:54,cust_7767892,ITMI,mortgage,217821,360,498,high,rejected,0,online_banking,true,171
app_20250102_00000022,2025-01-02 22:51:36,cust_4338495,ESMA,refinance,348666,360,797,low,approved,348666,mobile_app,true,791
app_20250102_00000023,2025-01-02 06:19:13,cust_6135013,GRRE,mortgage,211900,240,510,medium,approved,211900,mobile,true,887
app_20250102_00000024,2025-01-02 16:58:22,cust_1345513,PORP,refinance,104967,120,573,medium,approved,104967,partner,true,875
app_20250102_00000025,2025-01-02 05:54:27,cust_3451300,DEHE,auto_loan,11343,24,608,medium,approved,11343,call_center,false,669
app_20250102_00000026,2025-01-02 17:51:07,cust_8816974,PORP,auto_loan,29628,36,572,medium,rejected,0,web,false,80
app_20250102_00000027,2025-01-02 12:46:23,cust_9504203,CHBE,cash_loan,17790,18,490,high,approved,17790,partner,false,802
app_20250102_00000028,2025-01-02 11:31:25,cust_258728,NLAM,cash_loan,26403,24,557,medium,approved,26403,branch,false,639
app_20250102_00000029,2025-01-02 20:53:12,cust_8422632,PLWA,refinance,366379,300,507,medium,rejected,0,mobile,true,131
app_20250102_00000030,2025-01-02 09:07:15,cust_2532046,ITMI,auto_loan,58578,72,568,medium,approved,58578,mobile_app,false,415
app_20250102_00000031,2025-01-02 00:40:40,cust_6022447,SESV,business_loan,29814,24,687,medium,approved,29814,call_center,false,505
app_20250102_00000032,2025-01-02 16:53:06,cust_4966584,BENL,refinance,356078,300,634,medium,approved,356078,atm,true,154
app_20250102_00000033,2025-01-02 07:47:45,cust_6009921,UKLO,education_loan,35044,60,601,medium,approved,35044,online_banking,true,56
app_20250102_00000034,2025-01-02 05:30:11,cust_1576166,NLAM,cash_loan,49351,36,549,medium,rejected,0,atm,false,24
app_20250102_00000035,2025-01-02 01:43:01,cust_1166480,CZPR,credit_card,10987,36,663,medium,approved,10987,call_center,false,294
