application_id,event_time,customer_id,region_code,product_type,requested_amount,term_months,credit_score,risk_level,decision_status,approved_amount,channel,employee_review_flag,processing_time_sec
app_20250125_00000000,2025-01-25 00:32:02,cust_8612854,ESMA,mortgage,383498,240,532,medium,rejected,0,call_center,true,123
app_20250125_00000001,2025-01-25 05:03:23,cust_9525721,SESV,refinance,125174,180,568,medium,rejected,0,branch,true,159
app_20250125_00000002,2025-01-25 02:44:24,cust_506476,NLAM,cash_loan,39481,48,616,medium,approved,39481,mobile_app,true,841
app_20250125_00000003,2025-01-25 11:11:30,cust_7705401,ITMI,cash_loan,4692,48,647,medium,approved,4692,call_center,false,331
app_20250125_00000004,2025-01-25 15:18:00,cust_565193,NLAM,cash_loan,12061,12,603,medium,approved,12061,mobile_app,true,490
app_20250125_00000005,2025-01-25 04:56:56,cust_6698363,SESV,education_loan,24700,60,723,low,approved,24700,mobile_app,true,801
app_20250125_00000006,2025-01-25 22:09:19,cust_2060607,BENL,cash_loan,31429,36,760,low,approved,31429,mobile_app,true,45
app_20250125_00000007,2025-01-25 09:37:02,cust_1611467,PORP,refinance,379904,240,579,medium,approved,379904,call_center,true,648
app_20250125_00000008,2025-01-25 15:53:33,cust_8226646,ITMI,mortgage,65469,240,709,low,approved,65469,atm,false,523
app_20250125_00000009,2025-01-25 12:07:01,cust_9706999,CZPR,auto_loan,24354,60,524,medium,rejected,0,web,true,88
app_20250125_00000010,2025-01-25 07:17:25,cust_384946,ITMI,refinance,293876,180,711,low,rejected,0,online_banking,true,34
app_20250125_00000011,2025-01-25 16:48:01,cust_3729203,CZPR,personal_loan,5830,42,586,medium,rejected,0,branch,false,20
app_20250125_00000012,2025-01-25 05:52:57,cust_9371926,NLAM,cash_loan,45860,42,762,low,approved,45860,mobile_app,false,752
app_20250125_00000013,2025-01-25 22:34:00,cust_8020832,NLAM,personal_loan,23055,36,586,medium,approved,23055,atm,false,215
app_20250125_00000014,2025-01-25 18:10:59,cust_8954957,ATVI,education_loan,8242,36,755,low,approved,8242,atm,false,407
app_20250125_00000015,2025-01-25 09:44:23,cust_1618009,FRID,education_loan,12319,36,622,medium,approved,12319,atm,false,452
app_20250125_00000016,2025-01-25 06:02:55,cust_2732566,CZPR,cash_loan,16856,12,841,low,approved,16856,web,true,590
app_20250125_00000017,2025-01-25 07:34:58,cust_8913010,NLAM,cash_loan,16542,36,581,medium,approved,16542,mobile_app,true,847
app_20250125_00000018,2025-01-25 14:56:21,cust_3432561,ITMI,business_loan,18174,60,711,low,approved,18174,atm,false,468
app_20250125_00000019,2025-01-25 21:07:33,cust_1366693,DEHE,auto_loan,39813,24,652,medium,approved,39813,online_banking,true,455
app_20250125_00000020,2025-01-25 09:23:37,cust_8105032,CZPR,education_loan,4374,60,737,low,approved,4374,branch,true,750
app_20250125_00000021,2025-01-25 05:00:32,cust_6599441,DEHE,education_loan,20225,24,567,medium,approved,20225,call_center,false,129
app_20250125_00000022,2025-01-25 02:38:45,cust_3775877,NLAM,business_loan,38249,24,793,low,approved,38249,online_banking,true,75
app_20250125_00000023,2025-01-25 08:42:36,cust_2896987,ITMI,business_loan,7378,48,410,high,rejected,0,web,true,152
app_20250125_00000024,2025-01-25 03:31:02,cust_6052552,DEHE,cash_loan,6111,48,544,medium,approved,6111,mobile,false,521
app_20250125_00000025,2025-01-25 17:00:25,cust_5124108,ITMI,auto_loan,32205,24,695,medium,rejected,0,mobile,true,102
app_20250125_00000026,2025-01-25 08:12:10,cust_3592221,CHBE,refinance,96254,120,507,medium,approved,96254,partner,true,667
app_20250125_00000027,2025-01-25 18:48:40,cust_1573244,CZPR,business_loan,20833,48,621,medium,approved,20833,atm,true,602
app_20250125_00000028,2025-01-25 10:21:03,cust_3882739,SESV,auto_loan,48896,60,433,high,rejected,0,partner,true,58
app_20250125_00000029,2025-01-25 22:44:12,cust_3640107,CZPR,education_loan,39780,12,300,high,rejected,0,atm,true,136
app_20250125_00000030,2025-01-25 06:26:08,cust_987762,UKLO,personal_loan,47889,42,671,medium,rejected,0,atm,false,18
app_20250125_00000031,2025-01-25 02:26:44,cust_9324031,ATVI,credit_card,27522,18,647,medium,approved,27522,mobile_app,false,719
app_20250125_00000032,2025-01-25 19:27:07,cust_2859444,CZPR,cash_loan,41266,42,625,medium,rejected,0,call_center,false,179
app_20250125_00000033,2025-01-25 03:26:21,cust_3954283,ITMI,auto_loan,42313,24,742,low,approved,42313,mobile_app,true,465
app_20250125_00000034,2025-01-25 15:53:11,cust_6053634,FRID,mortgage,247350,360,698,medium,approved,247350,mobile_app,false,254
app_20250125_00000035,2025-01-25 07:27:10,cust_809620,PLWA,credit_card,43701,42,717,low,approved,43701,online_banking,false,833
app_20250125_00000036,2025-01-25 14:06:06,cust_1060754,CZPR,credit_card,9862,30,753,low,approved,9862,web,false,351
app_20250125_00000037,2025-01-25 03:07:07,cust_5841889,UKLO,education_loan,12271,12,623,medium,approved,12271,mobile,true,114
app_20250125_00000038,2025-01-25 13:12:38,cust_4232564,GRRE,cash_loan,20038,36,622,medium,approved,20038,web,true,882
app_20250125_00000039,2025-01-25 07:35:26,cust_3798898,ESMA,cash_loan,48142,24,657,medium,approved,48142,mobile_app,false,510
app_20250125_00000040,2025-01-25 16:17:47,cust_1284879,PORP,credit_card,24458,48,675,medium,approved,24458,partner,false,34
app_20250125_00000041,2025-01-25 00:04:42,cust_843342,GRRE,education_loan,35263,48,739,low,approved,35263,mobile_app,false,812
app_20250125_00000042,2025-01-25 12:12:07,cust_8742257,UKLO,personal_loan,8556,12,641,medium,approved,8556,mobile,false,373
app_20250125_00000043,2025-01-25 22:30:38,cust_713871,ESMA,education_loan,2960,24,644,medium,approved,2960,branch,false,43
app_20250125_00000044,2025-01-25 07:05:04,cust_9551405,PLWA,credit_card,11345,24,591,medium,approved,11345,call_center,true,421
app_20250125_00000045,2025-01-25 08:51:04,cust_2241463,BENL,cash_loan,31459,36,459,high,rejected,0,branch,true,121
app_20250125_00000046,2025-01-25 19:16:23,cust_7618189,PLWA,credit_card,45268,12,650,medium,approved,45268,mobile,false,523
app_20250125_00000047,2025-01-25 00:44:07,cust_766193,SESV,mortgage,239532,300,666,medium,approved,239532,atm,false,657
app_20250125_00000048,2025-01-25 03:36:52,cust_9784618,NLAM,personal_loan,2006,36,850,low,approved,2006,call_center,false,290
app_20250125_00000049,2025-01-25 08:29:01,cust_4781441,ITMI,cash_loan,27282,12,651,medium,approved,27282,branch,true,616
app_20250125_00000050,2025-01-25 07:13:05,cust_9372637,CHBE,refinance,247417,240,715,low,approved,247417,partner,true,345
app_20250125_00000051,2025-01-25 23:36:28,cust_3200823,CHBE,education_loan,35988,60,548,medium,rejected,0,web,false,111
app_20250125_00000052,2025-01-25 18:54:14,cust_415711,NLAM,cash_loan,35733,24,500,medium,approved,35733,partner,true,273
app_20250125_00000053,2025-01-25 19:23:50,cust_3679035,FRID,personal_loan,12295,30,547,medium,rejected,0,branch,true,145
app_20250125_00000054,2025-01-25 10:20:38,cust_3045872,CHBE,refinance,481318,180,561,medium,rejected,0,mobile_app,false,92
app_20250125_00000055,2025-01-25 22:27:28,cust_9167561,CHBE,cash_loan,11485,36,745,low,approved,11485,atm,true,411
app_20250125_00000056,2025-01-25 13:41:30,cust_2121977,AUTR,education_loan,35247,60,673,medium,approved,35247,online_banking,false,527
app_20250125_00000057,2025-01-25 00:44:30,cust_7045993,NLAM,cash_loan,9112,42,444,high,rejected,0,mobile,true,41
app_20250125_00000058,2025-01-25 11:53:00,cust_5421335,GRRE,education_loan,20899,48,672,medium,approved,20899,partner,true,343
app_20250125_00000059,2025-01-25 23:37:09,cust_4267108,BENL,auto_loan,24040,72,728,low,approved,24040,atm,false,709
app_20250125_00000060,2025-01-25 17:41:23,cust_5538005,ESMA,refinance,106932,180,647,medium,approved,106932,branch,false,511
app_20250125_00000061,2025-01-25 17:37:01,cust_1834704,ITMI,education_loan,38153,24,786,low,approved,38153,branch,true,590
app_20250125_00000062,2025-01-25 16:47:54,cust_5888336,FRID,personal_loan,43920,18,638,medium,approved,43920,web,false,34
app_20250125_00000063,2025-01-25 20:14:46,cust_7649632,NLAM,refinance,450293,300,541,medium,rejected,0,online_banking,false,48
app_20250125_00000064,2025-01-25 20:08:19,cust_8750319,ITMI,personal_loan,20964,12,724,low,rejected,0,web,false,140
