application_id,event_time,customer_id,region_code,product_type,requested_amount,term_months,credit_score,risk_level,decision_status,approved_amount,channel,employee_review_flag,processing_time_sec
app_20250124_00000000,2025-01-24 20:07:25,cust_7583508,GRRE,personal_loan,35444,42,486,high,rejected,0,atm,false,106
app_20250124_00000001,2025-01-24 21:11:21,cust_2051949,CHBE,education_loan,34845,60,827,low,approved,34845,branch,false,545
app_20250124_00000002,2025-01-24 21:03:47,cust_1197373,GRRE,business_loan,15646,36,708,low,approved,15646,atm,true,836
app_20250124_00000003,2025-01-24 01:41:09,cust_2264113,UKLO,education_loan,28463,48,607,medium,approved,28463,online_banking,false,293
app_20250124_00000004,2025-01-24 02:38:11,cust_7410183,SESV,education_loan,11474,12,724,low,approved,11474,online_banking,true,310
app_20250124_00000005,2025-01-24 10:39:17,cust_5546932,BENL,cash_loan,40503,24,742,low,approved,40503,mobile,false,685
app_20250124_00000006,2025-01-24 02:19:05,cust_6967242,FRID,personal_loan,33618,42,828,low,approved,33618,call_center,false,327
app_20250124_00000007,2025-01-24 19:29:28,cust_9675078,FRID,personal_loan,39840,12,653,medium,approved,39840,mobile,true,157
app_20250124_00000008,2025-01-24 15:23:22,cust_2752717,ITMI,business_loan,36540,12,550,medium,approved,36540,web,true,212
app_20250124_00000009,2025-01-24 18:23:07,cust_5201781,NLAM,mortgage,365322,180,606,medium,approved,365322,branch,true,44
app_20250124_00000010,2025-01-24 12:05:26,cust_1517806,UKLO,education_loan,16169,36,711,low,approved,16169,mobile,false,289
app_20250124_00000011,2025-01-24 14:08:54,cust_8717070,BENL,cash_loan,31228,42,747,low,rejected,0,atm,true,73
app_20250124_00000012,2025-01-24 16:17:41,cust_5039581,UKLO,refinance,152027,180,682,medium,approved,152027,atm,true,562
app_20250124_00000013,2025-01-24 21:47:54,cust_1161396,FRID,cash_loan,38542,24,607,medium,approved,38542,partner,false,783
app_20250124_00000014,2025-01-24 14:30:25,cust_971885,CHBE,personal_loan,14240,48,493,high,rejected,0,mobile_app,false,139
app_20250124_00000015,2025-01-24 20:07:47,cust_8181427,AUTR,education_loan,28587,48,670,medium,approved,28587,online_banking,true,707
app_20250124_00000016,2025-01-24 11:56:03,cust_5770335,BENL,cash_loan,20455,24,693,medium,approved,20455,mobile_app,false,369
app_20250124_00000017,2025-01-24 11:01:46,cust_8331842,UKLO,business_loan,23287,36,627,medium,approved,23287,atm,false,825
app_20250124_00000018,2025-01-24 18:32:31,cust_7106732,GRRE,credit_card,9667,30,735,low,approved,9667,atm,false,306
app_20250124_00000019,2025-01-24 08:29:50,cust_7453055,PLWA,credit_card,46972,24,632,medium,rejected,0,atm,false,66
app_20250124_00000020,2025-01-24 03:04:59,cust_9913315,UKLO,mortgage,369911,360,498,high,rejected,0,partner,true,11
app_20250124_00000021,2025-01-24 14:08:07,cust_2495701,AUTR,credit_card,9679,36,525,medium,rejected,0,mobile_app,false,92
app_20250124_00000022,2025-01-24 06:01:10,cust_5782058,DEHE,business_loan,39521,36,748,low,approved,39521,call_center,false,61
app_20250124_00000023,2025-01-24 12:48:03,cust_7243218,ITMI,credit_card,47169,18,689,medium,rejected,0,web,true,46
app_20250124_00000024,2025-01-24 18:35:05,cust_5816573,NLAM,credit_card,15597,42,631,medium,rejected,0,mobile,false,175
app_20250124_00000025,2025-01-24 22:45:27,cust_525556,CZPR,auto_loan,14764,60,519,medium,approved,14764,mobile,false,501
app_20250124_00000026,2025-01-24 17:04:21,cust_7282463,GRRE,auto_loan,56126,24,606,medium,approved,56126,mobile_app,true,879
app_20250124_00000027,2025-01-24 01:26:31,cust_9129502,DEHE,credit_card,19381,12,688,medium,rejected,0,call_center,false,35
app_20250124_00000028,2025-01-24 13:04:38,cust_7167627,ESMA,education_loan,15087,36,653,medium,approved,15087,branch,true,364
app_20250124_00000029,2025-01-24 07:25:18,cust_2886184,ITMI,credit_card,35739,36,536,medium,rejected,0,online_banking,false,19
app_20250124_00000030,2025-01-24 08:15:39,cust_7388557,GRRE,credit_card,4387,42,642,medium,approved,4387,call_center,false,38
app_20250124_00000031,2025-01-24 06:01:38,cust_6947279,FRID,auto_loan,43954,48,603,medium,rejected,0,branch,true,5
app_20250124_00000032,2025-01-24 17:20:38,cust_7207770,BENL,cash_loan,27539,24,748,low,approved,27539,mobile,false,408
app_20250124_00000033,2025-01-24 16:46:58,cust_9261836,SESV,refinance,412069,360,590,medium,rejected,0,branch,false,69
app_20250124_00000034,2025-01-24 21:24:02,cust_7211415,ATVI,personal_loan,37259,36,689,medium,rejected,0,atm,true,45
app_20250124_00000035,2025-01-24 02:06:38,cust_8561605,CHBE,personal_loan,29271,36,700,low,approved,29271,web,false,712
app_20250124_00000036,2025-01-24 13:12:33,cust_5524057,ESMA,auto_loan,47068,36,520,medium,approved,47068,web,false,722
app_20250124_00000037,2025-01-24 09:19:23,cust_1858580,DEHE,cash_loan,33576,12,594,medium,rejected,0,online_banking,false,146
app_20250124_00000038,2025-01-24 21:59:23,cust_3107091,PLWA,auto_loan,28871,24,627,medium,rejected,0,call_center,false,108
app_20250124_00000039,2025-01-24 13:52:32,cust_8248706,GRRE,business_loan,14055,36,568,medium,rejected,0,call_center,true,93
app_20250124_00000040,2025-01-24 00:24:08,cust_2461240,GRRE,credit_card,8769,18,502,medium,approved,8769,partner,false,51
app_20250124_00000041,2025-01-24 15:53:29,cust_4543421,CHBE,refinance,260929,300,682,medium,rejected,0,mobile,true,40
app_20250124_00000042,2025-01-24 05:32:18,cust_5775981,CHBE,cash_loan,8579,42,678,medium,rejected,0,branch,false,162
app_20250124_00000043,2025-01-24 19:34:43,cust_5685860,UKLO,auto_loan,54282,72,666,medium,approved,54282,web,true,279
app_20250124_00000044,2025-01-24 17:06:24,cust_6128134,ESMA,personal_loan,27638,48,714,low,approved,27638,mobile_app,true,827
app_20250124_00000045,2025-01-24 18:18:51,cust_8512763,DEHE,auto_loan,54820,48,598,medium,rejected,0,atm,false,119
app_20250124_00000046,2025-01-24 09:11:00,cust_1235183,AUTR,cash_loan,40615,24,697,medium,rejected,0,partner,false,28
app_20250124_00000047,2025-01-24 08:15:12,cust_6516982,UKLO,auto_loan,45050,60,814,low,approved,45050,mobile,false,409
app_20250124_00000048,2025-01-24 03:49:42,cust_7686533,DEHE,mortgage,487147,120,682,medium,approved,487147,online_banking,false,39
app_20250124_00000049,2025-01-24 07:29:20,cust_862576,PORP,business_loan,8566,24,658,medium,approved,8566,mobile,true,303
app_20250124_00000050,2025-01-24 06:09:44,cust_728777,CZPR,credit_card,5473,48,745,low,approved,5473,atm,true,684
app_20250124_00000051,2025-01-24 11:58:58,cust_7608766,BENL,mortgage,383464,180,505,medium,rejected,0,branch,true,17
app_20250124_00000052,2025-01-24 13:19:42,cust_6357215,ATVI,business_loan,17307,24,595,medium,rejected,0,web,false,65
app_20250124_00000053,2025-01-24 22:37:19,cust_1683916,SESV,credit_card,34624,48,619,medium,approved,34624,atm,false,771
app_20250124_00000054,2025-01-24 02:33:14,cust_9212196,PORP,refinance,145577,120,562,medium,approved,145577,call_center,true,706
app_20250124_00000055,2025-01-24 06:04:11,cust_3346013,AUTR,education_loan,36385,48,709,low,approved,36385,mobile,true,101
app_20250124_00000056,2025-01-24 11:48:47,cust_8421725,PLWA,personal_loan,7581,48,663,medium,rejected,0,branch,false,102
app_20250124_00000057,2025-01-24 05:11:11,cust_7974795,FRID,refinance,391838,240,622,medium,rejected,0,call_center,true,139
app_20250124_00000058,2025-01-24 20:00:43,cust_5737935,ESMA,refinance,219826,180,613,medium,approved,219826,atm,false,247
app_20250124_00000059,2025-01-24 21:27:46,cust_531242,CHBE,cash_loan,19306,48,522,medium,approved,19306,branch,false,330
app_20250124_00000060,2025-01-24 23:39:09,cust_2936562,ESMA,refinance,248365,300,704,low,approved,248365,partner,false,235
app_20250124_00000061,2025-01-24 23:40:54,cust_1873073,PORP,auto_loan,20190,48,654,medium,rejected,0,atm,false,150
app_20250124_00000062,2025-01-24 06:07:57,cust_1834786,FRID,education_loan,15217,48,727,low,approved,15217,web,true,175
app_20250124_00000063,2025-01-24 21:14:58,cust_894521,DEHE,personal_loan,23305,12,675,medium,rejected,0,call_center,false,118
app_20250124_00000064,2025-01-24 12:39:38,cust_5481123,NLAM,cash_loan,1455,12,586,medium,approved,1455,atm,false,279
app_20250124_00000065,2025-01-24 10:12:48,cust_1163566,GRRE,business_loan,7779,12,575,medium,approved,7779,web,true,68
app_20250124_00000066,2025-01-24 04:58:04,cust_9624318,AUTR,auto_loan,32235,36,641,medium,approved,32235,mobile,true,801
app_20250124_00000067,2025-01-24 05:12:54,cust_3871008,UKLO,refinance,347783,300,674,medium,rejected,0,online_banking,false,63
app_20250124_00000068,2025-01-24 10:23:50,cust_7700615,SESV,credit_card,40627,18,655,medium,approved,40627,mobile_app,true,482
app_20250124_00000069,2025-01-24 17:52:23,cust_6816875,GRRE,business_loan,3058,48,691,medium,approved,3058,mobile,false,102
app_20250124_00000070,2025-01-24 12:53:26,cust_4244999,CZPR,business_loan,38299,36,543,medium,approved,38299,online_banking,true,675
app_20250124_00000071,2025-01-24 20:09:59,cust_6969077,ESMA,refinance,412232,180,587,medium,rejected,0,mobile,true,85
app_20250124_00000072,2025-01-24 02:05:30,cust_9575764,CHBE,cash_loan,18975,18,545,medium,approved,18975,mobile_app,true,505
app_20250124_00000073,2025-01-24 11:50:11,cust_6903745,SESV,refinance,298317,180,706,low,approved,298317,branch,true,465
app_20250124_00000074,2025-01-24 21:22:43,cust_4820029,GRRE,mortgage,233309,300,804,low,approved,233309,partner,true,574
app_20250124_00000075,2025-01-24 06:19:45,cust_335428,CZPR,education_loan,19469,12,770,low,approved,19469,atm,false,206
app_20250124_00000076,2025-01-24 08:02:40,cust_6651578,SESV,personal_loan,3893,24,605,medium,rejected,0,call_center,false,27
app_20250124_00000077,2025-01-24 05:23:04,cust_3039993,BENL,credit_card,33554,30,685,medium,approved,33554,mobile_app,true,716
app_20250124_00000078,2025-01-24 10:24:39,cust_3518188,PORP,education_loan,13863,24,759,low,approved,13863,web,true,800
app_20250124_00000079,2025-01-24 17:20:57,cust_2798109,ESMA,education_loan,30022,24,591,medium,approved,30022,mobile_app,true,431
app_20250124_00000080,2025-01-24 23:51:34,cust_3236332,PORP,auto_loan,44798,36,729,low,approved,44798,mobile,false,365
app_20250124_00000081,2025-01-24 20:28:20,cust_8226000,CZPR,cash_loan,42465,30,588,medium,approved,42465,mobile,true,142
app_20250124_00000082,2025-01-24 00:19:10,cust_7076593,GRRE,mortgage,429033,240,538,medium,rejected,0,atm,true,66
app_20250124_00000083,2025-01-24 15:14:05,cust_458419,NLAM,refinance,354879,120,512,medium,rejected,0,branch,false,61
app_20250124_00000084,2025-01-24 00:52:35,cust_2954147,PLWA,mortgage,276061,300,850,low,rejected,0,atm,true,174
app_20250124_00000085,2025-01-24 16:30:40,cust_6322096,FRID,refinance,169088,240,675,medium,rejected,0,online_banking,false,22
app_20250124_00000086,2025-01-24 11:26:21,cust_2769743,ATVI,auto_loan,27602,48,755,low,approved,27602,atm,true,426
app_20250124_00000087,2025-01-24 09:23:58,cust_6034503,SESV,refinance,130270,300,765,low,approved,130270,mobile_app,false,302
app_20250124_00000088,2025-01-24 09:38:37,cust_2962714,DEHE,education_loan,8596,48,585,medium,rejected,0,call_center,true,143
app_20250124_00000089,2025-01-24 12:09:16,cust_4835208,NLAM,refinance,105451,180,835,low,rejected,0,mobile,true,48
app_20250124_00000090,2025-01-24 05:17:18,cust_9854425,FRID,business_loan,21299,60,666,medium,approved,21299,partner,true,645
app_20250124_00000091,2025-01-24 23:10:30,cust_8025773,AUTR,auto_loan,34097,60,669,medium,approved,34097,online_banking,false,477
app_20250124_00000092,2025-01-24 10:54:25,cust_4396253,AUTR,cash_loan,48520,12,686,medium,approved,48520,mobile_app,true,693
app_20250124_00000093,2025-01-24 06:47:19,cust_5146039,ITMI,credit_card,39116,24,673,medium,rejected,0,web,true,26
app_20250124_00000094,2025-01-24 22:53:43,cust_1835868,PORP,mortgage,211660,240,594,medium,approved,211660,mobile,true,698
app_20250124_00000095,2025-01-24 23:44:55,cust_6874398,ITMI,auto_loan,8660,72,747,low,approved,8660,partner,true,632
app_20250124_00000096,2025-01-24 00:39:26,cust_2195137,GRRE,auto_loan,29177,60,744,low,approved,29177,mobile_app,true,394
app_20250124_00000097,2025-01-24 03:14:29,cust_7444474,DEHE,credit_card,35511,36,470,high,rejected,0,web,true,84
app_20250124_00000098,2025-01-24 19:54:53,cust_9913342,ESMA,auto_loan,18449,60,643,medium,rejected,0,call_center,true,19
app_20250124_00000099,2025-01-24 07:20:33,cust_1383723,SESV,mortgage,401088,300,560,medium,approved,401088,mobile_app,false,481
app_20250124_00000100,2025-01-24 13:39:03,cust_8377291,DEHE,credit_card,48276,12,850,low,approved,48276,online_banking,true,516
app_20250124_00000101,2025-01-24 06:18:01,cust_7756984,NLAM,business_loan,12865,60,766,low,approved,12865,partner,true,890
app_20250124_00000102,2025-01-24 11:22:48,cust_3052496,ITMI,refinance,215551,300,569,medium,approved,215551,branch,true,320
app_20250124_00000103,2025-01-24 02:39:25,cust_2878503,DEHE,refinance,88893,240,428,high,approved,88893,mobile,false,36
