application_id,event_time,customer_id,region_code,product_type,requested_amount,term_months,credit_score,risk_level,decision_status,approved_amount,channel,employee_review_flag,processing_time_sec
app_20250107_00000000,2025-01-07 00:37:09,cust_1264196,UKLO,auto_loan,31010,72,608,medium,approved,31010,mobile,true,711
app_20250107_00000001,2025-01-07 11:39:03,cust_4220102,ESMA,cash_loan,38133,42,636,medium,approved,38133,partner,true,92
app_20250107_00000002,2025-01-07 06:02:47,cust_207349,NLAM,cash_loan,35676,48,665,medium,approved,35676,mobile,false,157
app_20250107_00000003,2025-01-07 23:50:34,cust_8322484,DEHE,auto_loan,18203,48,598,medium,rejected,0,partner,true,153
app_20250107_00000004,2025-01-07 04:19:23,cust_3623935,CZPR,cash_loan,42144,36,632,medium,approved,42144,call_center,false,483
app_20250107_00000005,2025-01-07 03:57:15,cust_5410635,CHBE,auto_loan,12464,36,610,medium,rejected,0,mobile,true,105
app_20250107_00000006,2025-01-07 10:43:35,cust_3558345,ESMA,auto_loan,51297,48,713,low,approved,51297,call_center,false,439
app_20250107_00000007,2025-01-07 22:38:29,cust_1605582,CHBE,personal_loan,4282,48,683,medium,approved,4282,online_banking,true,231
app_20250107_00000008,2025-01-07 15:07:32,cust_285551,SESV,auto_loan,10840,72,637,medium,approved,10840,atm,false,196
app_20250107_00000009,2025-01-07 19:05:38,cust_6975920,NLAM,personal_loan,43642,42,530,medium,rejected,0,online_banking,false,42
app_20250107_00000010,2025-01-07 11:23:07,cust_7084053,AUTR,personal_loan,27672,42,662,medium,approved,27672,call_center,false,284
app_20250107_00000011,2025-01-07 21:49:04,cust_6534606,FRID,credit_card,46436,30,796,low,approved,46436,online_banking,false,401
app_20250107_00000012,2025-01-07 05:40:32,cust_7404939,NLAM,cash_loan,18262,12,502,medium,rejected,0,atm,false,126
app_20250107_00000013,2025-01-07 19:26:47,cust_165462,UKLO,mortgage,176764,120,656,medium,approved,176764,web,false,112
app_20250107_00000014,2025-01-07 10:54:23,cust_9152339,GRRE,refinance,64948,120,845,low,approved,64948,call_center,true,542
app_20250107_00000015,2025-01-07 19:30:17,cust_3117289,CZPR,credit_card,15572,30,737,low,approved,15572,atm,true,332
app_20250107_00000016,2025-01-07 00:21:56,cust_3251421,NLAM,refinance,458765,180,732,low,approved,458765,call_center,true,420
app_20250107_00000017,2025-01-07 23:32:52,cust_998295,AUTR,refinance,433608,300,659,medium,rejected,0,online_banking,false,143
app_20250107_00000018,2025-01-07 04:22:41,cust_6830475,FRID,cash_loan,15994,48,651,medium,rejected,0,atm,true,90
app_20250107_00000019,2025-01-07 18:21:18,cust_8628480,FRID,business_loan,19039,12,567,medium,rejected,0,web,false,17
app_20250107_00000020,2025-01-07 16:16:54,cust_3539111,CZPR,mortgage,180480,240,716,low,approved,180480,atm,true,612
app_20250107_00000021,2025-01-07 07:20:02,cust_3696950,PORP,education_loan,34867,12,604,medium,approved,34867,partner,true,361
app_20250107_00000022,2025-01-07 21:39:15,cust_9092123,GRRE,mortgage,406949,180,646,medium,approved,406949,call_center,true,684
app_20250107_00000023,2025-01-07 02:16:03,cust_850043,CHBE,education_loan,25221,24,531,medium,approved,25221,mobile_app,false,600
app_20250107_00000024,2025-01-07 10:37:14,cust_2380075,SESV,cash_loan,31047,36,665,medium,approved,31047,web,true,353
app_20250107_00000025,2025-01-07 20:01:47,cust_1766449,ATVI,mortgage,275846,240,563,medium,rejected,0,mobile_app,false,121
app_20250107_00000026,2025-01-07 19:51:21,cust_5151867,SESV,education_loan,15347,60,598,medium,approved,15347,atm,true,160
app_20250107_00000027,2025-01-07 07:34:30,cust_5386891,GRRE,education_loan,9337,24,783,low,approved,9337,online_banking,false,240
app_20250107_00000028,2025-01-07 12:37:39,cust_1106042,NLAM,business_loan,26506,60,532,medium,rejected,0,web,true,50
app_20250107_00000029,2025-01-07 14:40:42,cust_3598679,SESV,credit_card,30159,18,600,medium,approved,30159,online_banking,true,473
app_20250107_00000030,2025-01-07 04:28:22,cust_9440208,ESMA,credit_card,16889,30,510,medium,rejected,0,online_banking,false,32
app_20250107_00000031,2025-01-07 00:09:08,cust_7485251,ESMA,personal_loan,24391,36,697,medium,approved,24391,branch,true,207
app_20250107_00000032,2025-01-07 03:15:36,cust_4041169,BENL,refinance,209689,240,591,medium,approved,209689,online_banking,false,579
app_20250107_00000033,2025-01-07 23:38:35,cust_9604934,BENL,personal_loan,28914,36,463,high,rejected,0,mobile_app,false,169
app_20250107_00000034,2025-01-07 04:05:15,cust_4561632,SESV,refinance,294130,360,635,medium,approved,294130,web,false,892
app_20250107_00000035,2025-01-07 11:09:52,cust_740091,PLWA,credit_card,28791,36,765,low,approved,28791,partner,false,619
app_20250107_00000036,2025-01-07 01:24:35,cust_4234704,GRRE,personal_loan,47496,30,504,medium,rejected,0,branch,true,66
app_20250107_00000037,2025-01-07 08:33:47,cust_155794,PLWA,education_loan,4533,12,644,medium,approved,4533,partner,true,257
app_20250107_00000038,2025-01-07 19:04:18,cust_4893029,UKLO,education_loan,17726,48,621,medium,rejected,0,mobile_app,false,11
app_20250107_00000039,2025-01-07 04:53:53,cust_6658058,UKLO,mortgage,459596,180,513,medium,approved,459596,branch,true,48
app_20250107_00000040,2025-01-07 12:10:07,cust_1161068,ITMI,education_loan,22489,48,605,medium,approved,22489,partner,true,671
app_20250107_00000041,2025-01-07 08:09:58,cust_9773935,AUTR,personal_loan,32179,12,562,medium,approved,32179,partner,true,252
app_20250107_00000042,2025-01-07 03:34:48,cust_9092033,DEHE,refinance,420552,120,657,medium,approved,420552,atm,true,640
app_20250107_00000043,2025-01-07 13:31:47,cust_7764219,ESMA,credit_card,12116,48,682,medium,approved,12116,branch,true,313
app_20250107_00000044,2025-01-07 14:26:45,cust_8073124,ITMI,personal_loan,14205,18,600,medium,approved,14205,partner,true,201
app_20250107_00000045,2025-01-07 17:08:52,cust_9792313,FRID,cash_loan,15039,48,592,medium,approved,15039,online_banking,false,713
app_20250107_00000046,2025-01-07 06:10:17,cust_8019911,UKLO,business_loan,4331,24,541,medium,rejected,0,atm,false,128
app_20250107_00000047,2025-01-07 12:07:24,cust_4424224,FRID,refinance,417786,120,668,medium,approved,417786,web,true,396
app_20250107_00000048,2025-01-07 20:20:16,cust_3579903,CHBE,auto_loan,19977,60,565,medium,rejected,0,web,true,153
app_20250107_00000049,2025-01-07 21:00:24,cust_3812383,BENL,auto_loan,14195,72,697,medium,approved,14195,mobile_app,false,291
app_20250107_00000050,2025-01-07 05:32:47,cust_8840701,PLWA,credit_card,35266,24,570,medium,rejected,0,call_center,true,21
app_20250107_00000051,2025-01-07 12:13:56,cust_3788464,BENL,credit_card,16603,12,469,high,approved,16603,call_center,false,837
app_20250107_00000052,2025-01-07 10:35:17,cust_5513338,NLAM,education_loan,39623,36,726,low,approved,39623,branch,false,155
app_20250107_00000053,2025-01-07 18:24:43,cust_9316809,SESV,education_loan,35264,60,776,low,approved,35264,web,true,388
app_20250107_00000054,2025-01-07 20:06:13,cust_8962721,CZPR,education_loan,12602,48,609,medium,approved,12602,mobile_app,false,331
app_20250107_00000055,2025-01-07 21:20:51,cust_6255219,PLWA,cash_loan,20002,48,620,medium,approved,20002,mobile_app,true,785
app_20250107_00000056,2025-01-07 23:14:30,cust_2458389,BENL,business_loan,15107,24,669,medium,rejected,0,mobile_app,false,54
app_20250107_00000057,2025-01-07 21:22:21,cust_2924797,AUTR,personal_loan,14631,48,467,high,rejected,0,mobile,false,83
app_20250107_00000058,2025-01-07 11:54:14,cust_5277765,PORP,mortgage,475361,120,535,medium,approved,475361,branch,true,473
app_20250107_00000059,2025-01-07 20:14:14,cust_4323673,ESMA,auto_loan,55743,36,588,medium,rejected,0,mobile,true,107
app_20250107_00000060,2025-01-07 21:44:34,cust_352642,PORP,cash_loan,41855,12,373,high,rejected,0,partner,true,61
app_20250107_00000061,2025-01-07 06:32:45,cust_4585807,ITMI,auto_loan,50261,36,635,medium,approved,50261,atm,false,480
app_20250107_00000062,2025-01-07 19:54:23,cust_1838578,NLAM,personal_loan,1104,24,625,medium,rejected,0,branch,false,47
app_20250107_00000063,2025-01-07 03:57:51,cust_5937789,NLAM,auto_loan,51966,48,627,medium,rejected,0,branch,false,57
app_20250107_00000064,2025-01-07 14:39:56,cust_6019568,AUTR,business_loan,7048,24,715,low,approved,7048,call_center,false,58
app_20250107_00000065,2025-01-07 13:19:15,cust_4907419,SESV,mortgage,482676,180,567,medium,rejected,0,atm,true,46
app_20250107_00000066,2025-01-07 15:48:25,cust_7725818,GRRE,credit_card,26759,36,733,low,approved,26759,mobile,true,508
app_20250107_00000067,2025-01-07 01:10:57,cust_2403221,CZPR,cash_loan,16314,24,494,high,rejected,0,online_banking,false,101
app_20250107_00000068,2025-01-07 23:56:16,cust_7959859,CHBE,cash_loan,9801,30,673,medium,rejected,0,partner,false,42
