application_id,event_time,customer_id,region_code,product_type,requested_amount,term_months,credit_score,risk_level,decision_status,approved_amount,channel,employee_review_flag,processing_time_sec
app_20250115_00000000,2025-01-15 20:06:22,cust_9287665,ITMI,credit_card,15084,30,850,low,approved,15084,branch,false,239
app_20250115_00000001,2025-01-15 07:56:11,cust_9928274,CHBE,business_loan,33060,24,615,medium,approved,33060,mobile,false,327
app_20250115_00000002,2025-01-15 17:44:08,cust_7689429,UKLO,auto_loan,43735,36,628,medium,rejected,0,call_center,false,72
app_20250115_00000003,2025-01-15 18:38:18,cust_1765984,SESV,mortgage,231733,300,800,low,approved,231733,branch,true,151
app_20250115_00000004,2025-01-15 17:58:33,cust_1787955,NLAM,credit_card,12214,18,643,medium,approved,12214,branch,true,712
app_20250115_00000005,2025-01-15 05:39:47,cust_3760569,FRID,cash_loan,43261,30,686,medium,approved,43261,mobile,false,851
app_20250115_00000006,2025-01-15 08:14:25,cust_6318308,FRID,mortgage,252142,180,741,low,approved,252142,mobile_app,false,552
app_20250115_00000007,2025-01-15 21:21:24,cust_4465588,SESV,credit_card,28518,42,790,low,approved,28518,mobile_app,false,731
app_20250115_00000008,2025-01-15 18:08:08,cust_7667516,BENL,business_loan,19954,48,850,low,approved,19954,atm,false,461
app_20250115_00000009,2025-01-15 01:40:13,cust_2169350,CHBE,mortgage,221678,120,564,medium,rejected,0,mobile,true,96
app_20250115_00000010,2025-01-15 06:14:59,cust_1396474,ITMI,mortgage,429738,300,661,medium,approved,429738,web,false,663
app_20250115_00000011,2025-01-15 08:09:57,cust_8118172,DEHE,business_loan,32054,60,558,medium,approved,32054,partner,false,878
app_20250115_00000012,2025-01-15 21:16:37,cust_8046364,FRID,business_loan,21930,12,582,medium,rejected,0,atm,true,11
app_20250115_00000013,2025-01-15 14:35:06,cust_6139565,CZPR,education_loan,21720,12,731,low,approved,21720,web,true,485
app_20250115_00000014,2025-01-15 06:13:32,cust_7374616,GRRE,business_loan,32552,36,694,medium,approved,32552,partner,true,138
app_20250115_00000015,2025-01-15 15:10:47,cust_4471658,NLAM,personal_loan,17322,24,628,medium,approved,17322,call_center,true,556
app_20250115_00000016,2025-01-15 19:57:22,cust_8330275,CZPR,credit_card,15415,48,830,low,approved,15415,web,false,560
app_20250115_00000017,2025-01-15 13:58:29,cust_1597214,PLWA,credit_card,21482,24,696,medium,approved,21482,web,false,55
app_20250115_00000018,2025-01-15 10:54:02,cust_2096887,UKLO,business_loan,33937,12,616,medium,approved,33937,partner,true,757
app_20250115_00000019,2025-01-15 16:08:07,cust_492137,AUTR,credit_card,3198,36,713,low,approved,3198,atm,false,827
app_20250115_00000020,2025-01-15 14:50:52,cust_7250031,ITMI,mortgage,448996,180,564,medium,approved,448996,web,true,244
app_20250115_00000021,2025-01-15 03:58:13,cust_8178885,GRRE,business_loan,33410,60,454,high,rejected,0,call_center,false,176
app_20250115_00000022,2025-01-15 14:01:07,cust_3576429,CHBE,auto_loan,43451,24,597,medium,approved,43451,mobile,true,828
app_20250115_00000023,2025-01-15 07:49:34,cust_458499,PLWA,cash_loan,33554,48,687,medium,approved,33554,call_center,true,315
app_20250115_00000024,2025-01-15 06:57:13,cust_8289753,PLWA,mortgage,94676,300,662,medium,approved,94676,mobile,true,555
app_20250115_00000025,2025-01-15 10:23:11,cust_2271839,ATVI,mortgage,210233,240,656,medium,rejected,0,atm,true,118
app_20250115_00000026,2025-01-15 03:00:54,cust_2900576,PLWA,cash_loan,8693,36,569,medium,rejected,0,mobile,true,15
app_20250115_00000027,2025-01-15 11:56:04,cust_3105215,ITMI,refinance,423798,360,703,low,approved,423798,mobile,false,769
app_20250115_00000028,2025-01-15 10:26:48,cust_1524531,AUTR,education_loan,30664,48,781,low,approved,30664,call_center,true,269
app_20250115_00000029,2025-01-15 16:58:42,cust_9284810,DEHE,education_loan,8187,60,630,medium,rejected,0,mobile_app,false,14
app_20250115_00000030,2025-01-15 11:19:20,cust_797265,UKLO,education_loan,24795,24,712,low,approved,24795,web,false,721
app_20250115_00000031,2025-01-15 08:32:12,cust_6959661,CHBE,education_loan,24208,36,842,low,approved,24208,call_center,false,459
