application_id,event_time,customer_id,region_code,product_type,requested_amount,term_months,credit_score,risk_level,decision_status,approved_amount,channel,employee_review_flag,processing_time_sec
app_20250118_00000000,2025-01-18 01:36:30,cust_8153804,BENL,credit_card,45489,18,653,medium,approved,45489,branch,false,403
app_20250118_00000001,2025-01-18 13:01:21,cust_6069343,DEHE,education_loan,35190,48,664,medium,approved,35190,partner,true,643
app_20250118_00000002,2025-01-18 18:18:10,cust_7919642,DEHE,auto_loan,35724,36,493,high,rejected,0,branch,true,89
app_20250118_00000003,2025-01-18 04:52:09,cust_7478625,AUTR,cash_loan,32894,24,682,medium,approved,32894,partner,true,526
app_20250118_00000004,2025-01-18 12:02:49,cust_8100739,DEHE,cash_loan,2278,48,612,medium,approved,2278,online_banking,false,712
app_20250118_00000005,2025-01-18 09:54:26,cust_523372,PLWA,business_loan,13717,60,591,medium,rejected,0,branch,false,111
app_20250118_00000006,2025-01-18 03:40:10,cust_9463046,UKLO,personal_loan,5055,18,546,medium,approved,5055,online_banking,true,337
app_20250118_00000007,2025-01-18 18:15:35,cust_2278251,CZPR,business_loan,18612,36,640,medium,rejected,0,mobile_app,false,90
app_20250118_00000008,2025-01-18 23:17:51,cust_3949328,NLAM,personal_loan,43178,30,670,medium,rejected,0,mobile,true,38
app_20250118_00000009,2025-01-18 10:52:24,cust_1170137,BENL,credit_card,33959,42,576,medium,rejected,0,mobile,false,164
app_20250118_00000010,2025-01-18 16:09:32,cust_4702260,AUTR,personal_loan,39265,30,673,medium,rejected,0,mobile,true,34
app_20250118_00000011,2025-01-18 20:54:50,cust_1674948,GRRE,business_loan,14613,36,543,medium,approved,14613,call_center,true,373
app_20250118_00000012,2025-01-18 19:13:48,cust_1287661,PLWA,personal_loan,34871,42,400,high,rejected,0,atm,true,15
app_20250118_00000013,2025-01-18 06:29:39,cust_9754228,SESV,education_loan,34359,36,544,medium,rejected,0,mobile_app,true,9
app_20250118_00000014,2025-01-18 20:48:47,cust_5234263,PLWA,personal_loan,13379,48,582,medium,approved,13379,branch,false,300
app_20250118_00000015,2025-01-18 20:42:49,cust_9445697,BENL,cash_loan,45683,18,581,medium,approved,45683,web,true,375
app_20250118_00000016,2025-01-18 21:47:15,cust_9271229,DEHE,cash_loan,48981,42,512,medium,rejected,0,atm,true,170
