application_id,event_time,customer_id,region_code,product_type,requested_amount,term_months,credit_score,risk_level,decision_status,approved_amount,channel,employee_review_flag,processing_time_sec
app_20250122_00000000,2025-01-22 11:53:26,cust_9245216,GRRE,mortgage,92254,120,796,low,approved,92254,partner,true,442
app_20250122_00000001,2025-01-22 22:03:58,cust_8715699,ITMI,business_loan,21104,12,679,medium,rejected,0,call_center,true,110
app_20250122_00000002,2025-01-22 09:20:10,cust_1712440,AUTR,education_loan,19976,24,508,medium,rejected,0,web,true,168
app_20250122_00000003,2025-01-22 08:19:01,cust_7610515,ESMA,education_loan,2891,60,725,low,rejected,0,atm,false,103
app_20250122_00000004,2025-01-22 05:26:50,cust_848663,FRID,mortgage,199329,360,612,medium,approved,199329,call_center,false,847
app_20250122_00000005,2025-01-22 06:24:43,cust_3318615,AUTR,credit_card,2875,36,727,low,approved,2875,mobile_app,false,639
app_20250122_00000006,2025-01-22 20:58:47,cust_1710133,ESMA,education_loan,19391,48,721,low,approved,19391,branch,false,336
app_20250122_00000007,2025-01-22 01:49:40,cust_5567350,FRID,business_loan,13960,60,763,low,approved,13960,mobile,false,350
app_20250122_00000008,2025-01-22 18:06:41,cust_4538042,SESV,personal_loan,23693,18,493,high,rejected,0,online_banking,false,100
app_20250122_00000009,2025-01-22 23:44:22,cust_453313,CHBE,cash_loan,27434,24,713,low,approved,27434,atm,false,520
app_20250122_00000010,2025-01-22 20:16:25,cust_876504,SESV,personal_loan,20550,48,798,low,approved,20550,call_center,false,648
app_20250122_00000011,2025-01-22 03:48:31,cust_2726530,ESMA,refinance,352855,120,673,medium,approved,352855,atm,true,210
app_20250122_00000012,2025-01-22 22:01:49,cust_1759604,BENL,personal_loan,18096,18,850,low,approved,18096,branch,true,156
app_20250122_00000013,2025-01-22 16:25:20,cust_1644872,NLAM,business_loan,19631,12,679,medium,approved,19631,atm,true,345
app_20250122_00000014,2025-01-22 20:30:11,cust_2472823,NLAM,business_loan,21036,12,721,low,approved,21036,online_banking,true,249
app_20250122_00000015,2025-01-22 16:25:34,cust_6872657,ITMI,auto_loan,42609,60,778,low,approved,42609,online_banking,false,328
app_20250122_00000016,2025-01-22 09:59:47,cust_3016499,UKLO,refinance,84001,240,558,medium,rejected,0,online_banking,true,107
